Biomasse[kgCO2/MWh],Wasserkraft[kgCO2/MWh],Wind Offshore[kgCO2/MWh],Wind Onshore[kgCO2/MWh],Photovoltaik[kgCO2/MWh],Sonstige Erneuerbare[kgCO2/MWh],Kernenergie[kgCO2/MWh],Braunkohle[kgCO2/MWh],Steinkohle[kgCO2/MWh],Erdgas[kgCO2/MWh],Pumpspeicher[kgCO2/MWh],Sonstige Konventionelle[kgCO2/MWh];;;;;;;;;;;;
272,3,6,11,67,192,32,1142,815,374,26,486;;;;;;;;;;;;
